bibtex_key;title;author;journal;year;source;pages;volume;abstract;document_type;doi;url;affiliation;author_keywords;keywords;publisher;issn;language;note;selection_criteria;created_at;updated_at;created_by;updated_by;status;comments
;Toward a new approach for sorting extremely large data files in the big data era;Shatnawi, Ali and AlZahouri, Yathrip and Shehab, Mohammed A. and Jararweh, Yaser and Al-Ayyoub, Mahmoud;Cluster Computing;2019;ACM Digital Library;819–828;22;The extensive amount of data and contents generated today will require a paradigm shift in processing and management techniques for these data. One of the important data processing operations is the data sorting. Using multiple passes in external merge sort has a great influence on speeding up the sorting of extremely large data files. Since in large files, the swapping time is dominant in many applications, algorithms that minimize the swapping operations are normally superior to those which only focus on CPU time optimizations. In sorting extremely large files, external algorithms, such as the merge sort, are normally used. It is shown that using multiple passes over the data set, as proposed in our algorithm, has resulted in a great improvement in the number of swaps, thus, reducing the overall sorting time. Moreover, the proposed technique is suitable to be used with the emerging parallelization techniques such as GPUs. The reported results show the superiority of the proposed technique for “CPU only” and hybrid CPU–GPU implementations.;;10.1007/s10586-018-2860-1;https://doi.org/10.1007/s10586-018-2860-1;;;Big data, Sorting, External merge sort, Large file processing, Hybrid CPU–GPU;Kluwer Academic Publishers;1386-7857;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;An adaptive function placement in serverless computing;Xu, Donghong and Sun, Zhongbin;Cluster Computing;2022;ACM Digital Library;3161–3174;25;Serverless computing is a new fine-grained computing and deploying paradigm which combined terminal devices, edge nodes and cloud data center into a complete computing system. Stateless function is the critical factor to implement serverless computing. For optimizing the function execution, function placement is becoming the urgent problem to be solved in the serverless computing. To specify what is function placement in serverless computing, an adaptive function placement framework is presented. For prejudging the trend of function placement, positive or negative properties of event are classed. Based on the positive or negative impact on the function placement decision and function placement trend, mathematical model of function placement is presented for the first time. For specifying the adaptive function placement in serverless computing, An adaptive function placement model is formulated based on the Markov Decision Process (MDP). In the model, function states space, placement rate, placement probability, decision time, action set, cost and criterion are presented for the first time to specify the computation of the function’s MDP.The presented algorithm decides function execution in terminal devices,local edge nodes or the function execution in the remote available cloud servers in a real time and adaptive way. The presented algorithm also permits dynamically allocating functions to minimize the Dec(t) while keeping performance satisfaction. Evaluation and experiment show the presented adaptive function placement algorithm can get the satisfied requirements of different indexes.;;10.1007/s10586-021-03506-x;https://doi.org/10.1007/s10586-021-03506-x;;;Serverless computing, Stateless function, Function placement, Agent;Kluwer Academic Publishers;1386-7857;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Deep Neuro-Fuzzy System application trends, challenges, and future perspectives: a systematic survey;Talpur, Noureen and Abdulkadir, Said Jadid and Alhussian, Hitham and Hasan, Mohd Hilmi and Aziz, Norshakirah and Bamhdi, Alwi;Artif. Intell. Rev.;2022;ACM Digital Library;865–913;56;"Deep neural networks (DNN) have remarkably progressed in applications involving large and complex datasets but have been criticized as a black-box. This downside has recently become a motivation for the research community to pursue the ideas of hybrid approaches, resulting in novel hybrid systems classified as deep neuro-fuzzy systems (DNFS). Studies regarding the implementation of DNFS have rapidly increased in the domains of computing, healthcare, transportation, and finance with high interpretability and reasonable accuracy. However, relatively few survey studies have been found in the literature to provide a comprehensive insight into this domain. Therefore, this study aims to perform a systematic review to evaluate the current progress, trends, arising issues, research gaps, challenges, and future scope related to DNFS studies. A study mapping process was prepared to guide a systematic search for publications related to DNFS published between 2015 and 2020 using five established scientific directories. As a result, a total of 105 studies were identified and critically analyzed to address research questions with the objectives: (i) to understand the concept of DNFS; (ii) to find out DNFS optimization methods; (iii) to visualize the intensity of work carried out in DNFS domain; and (iv) to highlight DNFS application subjects and domains. We believe that this study provides up-to-date guidance for future research in the DNFS domain, allowing for more effective advancement in techniques and processes. The analysis made in this review proves that DNFS-based research is actively growing with a substantial implementation and application scope in the future.";;10.1007/s10462-022-10188-3;https://doi.org/10.1007/s10462-022-10188-3;;;Big data, Classification systems, Deep neuro-fuzzy systems, Deep neural network, Fuzzy systems, Optimization methods;Kluwer Academic Publishers;0269-2821;;;Outras revisões/mapeamentos;45350;45357;annazenaide;annazenaide;Rejected;
;Experts Evaluation of Usability for Digital Solutions Directed at Older Adults: a Scoping Review of Reviews;Silva, Anabela and Isabel Martins, Ana and Caravau, Hilma and Margarida Almeida, Ana and Silva, Telmo and Ribeiro, \'{O}scar and Santinha, Gon\c{c}alo and Rocha, Nelson;;2021;ACM Digital Library;174–181;;"Background: it is important to standardize the evaluation and reporting procedures across usability studies to guide researchers, facilitate comparisons, and promote high-quality studies. A first step to standardizing is to have an overview of how experts-based usability evaluation studies are reported across the literature. Objectives: to describe and synthesize the procedures of usability evaluation by experts that are being reported to conduct inspection usability assessments of digital solutions relevant for older adults. Methods: a scoping review of reviews was performed using a five-stage methodology to identify and describe relevant literature published between 2009 and 2020 as follows: i) identification of the research question; ii) identification of relevant studies; iii) select studies for review; iv) charting of data from selected literature; and v) collation, summary, and report of results. The research was conducted on five electronic databases: PubMed, ACM Digital Library, IEEE, Scopus, and Web of Science. The articles that met the inclusion criteria were identified, and data extracted for further analysis, including evaluators, current usability inspection methods, and instruments to support usability inspection methods. Results: a total of 3958 articles were identified. After a detailed screening, 12 reviews matched the eligibility criteria. Conclusion: overall, we found a variety of unstandardized procedures and a lack of detail on some important aspects of the assessment, including a thorough description of the evaluators and of the instruments used to facilitate the inspection evaluation such as heuristics checklists. These findings suggest the need for a consensus framework on the experts’ assessment of usability that informs researchers and allows standardization of procedures.";;10.1145/3439231.3439238;https://doi.org/10.1145/3439231.3439238;;;Digital solutions, Experts’-based usability, Heuristics, Inspection methods, Older adults, Scoping review, Usability;Association for Computing Machinery;;;;Outras revisões/mapeamentos;45350;45357;annazenaide;annazenaide;Rejected;
;Investigating security indicators for hyperlinking within the metaverse;Windl, Maximiliane and Scheidle, Anna and George, Ceenu and Mayer, Sven;;2023;ACM Digital Library;;;Security indicators, such as the padlock icon indicating SSL encryption in browsers, are established mechanisms to convey secure connections. Currently, such indicators mainly exist for browsers and mobile environments. With the rise of the metaverse, we investigate how to mark secure transitions between applications in virtual reality to so-called sub-metaverses. For this, we first conducted in-depth interviews with domain experts (N=8) to understand the general design dimensions for security indicators in virtual reality (VR). Using these insights and considering additional design constraints, we implemented the five most promising indicators and evaluated them in a user study (N=25). While the visual blinking indicator placed in the periphery performed best regarding accuracy and task completion time, participants subjectively preferred the static visual indicator above the portal. Moreover, the latter received high scores regarding understandability while still being rated low regarding intrusiveness and disturbance. Our findings contribute to a more secure and enjoyable metaverse experience.;;;;;;;USENIX Association;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Distributional characteristics of Dimensions concepts: An Empirical Analysis using Zipf’s law;Gupta, Solanki and Singh, Vivek Kumar;Scientometrics;2024;ACM Digital Library;1037–1053;129;The massive growth in scholarly outputs during the last few decades has resulted into the creation of several scholarly databases to index the outputs. These scholarly databases index publication records and provide different metadata fields for different kinds of usage ranging from retrieval and research evaluation to various scientometric analysis. The ‘author keywords’ is one such important metadata field provided by many databases and used for different text-based and thematic structure analysis. The Dimensions database, however, does not provide ‘author keywords’ metadata field, instead it provides automatically generated terms from the article full texts, called ‘concepts’. Therefore, it is not clear whether different text-based analysis can be done with data provided by Dimensions database. Therefore, this article explores the distributional characteristics of Dimensions concepts. The Dimensions concept data obtained for a sufficiently large sample of scholarly articles is analysed through rank frequency distribution plots in the log–log space. Existence of Zipfian distribution is explored. The results indicate that Dimensions concepts adhere to the Zipfian properties which in turn indicates that Dimensions concepts have similar distributional characteristics as author keywords and hence they may have the same expressive power as that of author or index keywords for scientometric exercises. The study is novel as it is the first study to explore the distributional characteristics of the Dimensions concepts, particularly with respect to Zipfian properties, which provide the statistical foundation for understanding the Dimensions concepts and help to model and analyse them.;;10.1007/s11192-023-04899-9;https://doi.org/10.1007/s11192-023-04899-9;;;Dimensions database, Dimensions concepts, Distributional characteristics, Zipf’s law;Springer-Verlag;0138-9130;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Design of Smart Classroom System Based on Internet of Things Technology and Smart Classroom;Zhang, Mingbao and Li, Xiang and Tsai, Sang-Bing;Mob. Inf. Syst.;2021;ACM Digital Library;;2021;Smart classroom teaching is one of the new teaching methods. With the support of technology, teaching is carried out with the help of smart teaching tools to enhance teacher-student communication, enhance students’ learning autonomy, and provide new ideas for the realization of students’ deep learning. How to promote the overall intelligence of the teaching environment so that the teaching equipment can be used more efficiently and managed more effectively has become the main concern of schools. This article mainly studies the smart classroom system based on the Internet of Things technology and smart classroom. For temperature detection, we mainly use the DS18B20 chip to detect the temperature in the classroom. For the light intensity of the classroom, we use a photoresistor to collect the light data, and after amplification by the amplifier, the A/D sampling process of the single-chip microcomputer is used to obtain the light intensity, combined with the clock module to distinguish the influence of the classroom light. The data collection adopts the method of directly observing the source data, and the data format has not undergone secondary conversion, which ensures the accuracy of the source data. This test uses the USR-TCP232 network debugging assistant to debug the data collection. To optimize the safety and reliability of the system, dual-computer backup switching is adopted on the hardware, and process monitoring and management strategies are adopted on the software. At the same time, the amount of data interaction in the smart classroom is relatively large, so it is necessary to build a highly available cluster server, so that the system not only has a certain degree of stability, but also can quickly respond to users’ access requests. We can calculate that the average transmission time is about 10 ms, and 99.9% of the data transmission delay is less than 30 ms. The results show that the Internet of Things and smart classroom provide great convenience for future smart campus construction, daily teaching, and campus management and can also provide reference for the construction of smart classrooms in other universities.;;10.1155/2021/5438878;https://doi.org/10.1155/2021/5438878;;;;IOS Press;1574-017X;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;A board game to improve freshmen on computer networks: Beyond layers abstraction;Ramos, J\'{u}lio Cesar and L’Erario, Alexandre and Mendon\c{c}a, Marcio and Fabri, Jos\'{e} Augusto and Pal\'{a}cios, Rodrigo Henrique Cunha;Education and Information Technologies;2023;ACM Digital Library;11167–11191;28;"The freshman student’s perspective on the activities performed in a data center by the network analyst is complex and intricate. These activities include the configuration of equipment and the connection between network devices. There are several issues with these activities that demand technical knowledge. Questions such as: ”what does this equipment do?”; ”How is it connected to another?”; ”How is it configured?” can be complicated for beginner students. Moreover, these technical questions are also associated with scalability, availability, security, portability, accounting, and costs. These resources require technical knowledge and also how to aggregate them into a network solution. We applied an abstraction set to mitigate these issues for first-year students and created the Network Analyst Board Game. This board game introduces students to the computer network field geared toward Data Center activities. The objective of this paper is to report this game. The students obtained essential theoretical and practical knowledge regarding computer networks after playing. A quasi-experiment was conducted with a set of students from the computing courses. After these experiments, more interactivity was noted among the students, resulting from the game mechanics applied. Therefore, in addition to increasing their interest in the area, the students elaborated more complex questions. The professors found that, after playing, the students presented more pertinent doubts during classes.";;10.1007/s10639-022-11557-9;https://doi.org/10.1007/s10639-022-11557-9;;;Abstraction, Playful teaching, Board game, Computer Networks;Kluwer Academic Publishers;1360-2357;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Research of concept, model, construction technology and effectiveness of ubiquitous smart learning space;Song, Lei and Petsangsri, Sirirat and Sitthiworachart, Jirarat;Int. J. Comput. Appl. Technol.;2022;ACM Digital Library;267–284;70;"This paper aims to construct ubiquitous smart learning space to enhance learning skills. To ensure implementation effectiveness, this paper proposes the concept of ubiquitous smart learning space and gives a seven-layer architecture model, the functional orientation, construction principles and technical implementation strategies; through those strategies, the space model creatively has been realised and maximally meets learning stakeholders' needs. To test its effectiveness, we surveyed 263 students and 5 teachers with reference to satisfaction and self-efficacy. The results show that it supports diversity and adaptability smart learning environment and facilitates learners to learn easily, engagingly and effectively and proves that collaborative learning activities guided by the USLS collaborative learning model significantly contribute to student learning and skills development. Teachers are more satisfied with collaborative learning activities guided by the model in ubiquitous smart learning space than with traditional classrooms.";;10.1504/ijcat.2022.130884;https://doi.org/10.1504/ijcat.2022.130884;;;learning space, smart learning, ubiquitous smart learning space, architectural model, learning stakeholders, learning model;Inderscience Publishers;0952-8091;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;DLWoT’22: 2nd International Workshop on Deep Learning for the Web of Things;Guo, Wenzhong and Chang, Chin-Chen and Al-Masri, Eyhab and Chen, Chi-Hua and Wang, Haishuai and Zhang, Qichun and Shankar, K.;;2022;ACM Digital Library;936–939;;In recent years, deep learning and web of things (WoT) have become hot topics. The relevant research issues in deep learning have been in increasingly investigated and published. Therefore, the title of this workshop is ”the 2nd International Workshop on Deep Learning for the Web of Things (DLWoT’22)” for the Web Conference 2022 (WWW’22). This workshop solicits papers on various disciplines, which include but are not limited to: (1) deep learning for massive IoT, (2) deep learning for critical IoT, (3) deep learning for enhancing IoT security, (4) deep learning for enhancing IoT privacy, (5) preprocessing of IoT data for AI modeling, and (6) deep learning for IoT applications (e.g., smart home, smart agriculture, interactive art, and so on). DLWoT’22 includes two tracks: (1) keynote speaker and (2) workshop papers. One keynote speaker is invited to give a talk, and 8 accepted workshop papers are presented.;;10.1145/3487553.3524878;https://doi.org/10.1145/3487553.3524878;;;Deep Learning, Internet of Things, Machine learning, Web of Things;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Visualizing Orientations of Large Numbers of Photographs;Niebling, Florian;;2019;ACM Digital Library;1–2;;"Digitized historical photographs are invaluable sources and key items for scholars in Cultural Heritage (CH) research. In addition to browsing online image collections using metadata, alternative ways of finding photographs are possible, by embedding the documents into spatial and temporal contexts to provide interactive access to these vast resources. Towards this goal, spatial properties of photographic items, i.e. position and orientation of the camera, can be automatically estimated using Structure from Motion (SfM) algorithms, even on historical photographs. In the talk we will introduce a web-based 4D browser environment that enables architectural historians to answer spatial research questions, such as ""Which buildings were photographed more (or less) often than others"", ""From which directions has a point of interest been photographed?"", ""Is there one main preferred direction?"" Existing methods to visualize spatial properties of images statistically are limited. Although traditional visualization methods - such as heat maps - can be used to show positional distribution of large numbers of images, it is still not widely explored how to visualize distributions of their orientations. We will discuss visualization techniques for interactively browsing spatialized photographs to gain knowledge from a combination of historical depictions of buildings and corresponding 3D models of historic cityscapes. We present first adaptations of visualization methods from other application domains that also address orientation, towards offering supporting tools to historians with corresponding spatial research questions. The introduced differentiation of occuring imaging phenomena can be used to evaluate the effectiveness of different visualization methods in empirical user studies.";;10.1145/3347317.3352729;https://doi.org/10.1145/3347317.3352729;;;historical photographs, media repositories, scientific visualization;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Casdoc: unobtrusive explanations in code examples;Nassif, Mathieu and Horlacher, Zara and Robillard, Martin P.;;2022;ACM Digital Library;631–635;;Code examples are of great value to programmers trying to learn an unfamiliar API. Effective code examples are often surrounded with plain text explanations of the relevant concepts, techniques, and API elements involved in the example. However, authoring concise yet complete explanations is a challenging balancing act. To address this challenge, we propose Casdoc, a novel authoring technique and presentation format for annotated code examples. Casdoc-formatted code examples are HTML documents designed to embed unobtrusive explanations into the code. They thus contain more explanations to address the varying needs of a larger audience, without disrupting individual readers with information they already know. Explanations are split into short annotations and organized into an intuitive tree-like structure, thus supporting a streamlined authoring process. We used Casdoc to produce 105 Java code examples as part of the course material for an undergraduate computer science course. Students preferred the new format over traditional code examples. Their interaction with code examples suggests that the intuitive structure of Casdoc annotations reduces the need for navigation aids such as search fields.On-line tool and video: https://www.cs.mcgill.ca/~martin/casdoc/;;10.1145/3524610.3527875;https://doi.org/10.1145/3524610.3527875;;;code examples, documentation format, software documentation;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Distributed resource scheduling in edge computing: Problems, solutions, and opportunities;Sahni, Yuvraj and Cao, Jiannong and Yang, Lei and Wang, Shengwei;Comput. Netw.;2022;ACM Digital Library;;219;None;;10.1016/j.comnet.2022.109430;https://doi.org/10.1016/j.comnet.2022.109430;;;Distributed resource scheduling, Survey, Edge computing, Internet of Things;Elsevier North-Holland, Inc.;1389-1286;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Brain-Computer Integration: A Framework for the Design of Brain-Computer Interfaces from an Integrations Perspective;Semertzidis, Nathan and Zambetta, Fabio and Mueller, Florian “Floyd”;ACM Trans. Comput.-Hum. Interact.;2023;ACM Digital Library;;30;"Brain-computer interface (BCI) systems hold the potential to foster human flourishing and self-actualization. However, we believe contemporary BCI system design approaches unnecessarily limit these potentialities as they are approached from a traditional interaction perspective, producing command-response experiences. This article proposes to go beyond “interaction” and toward a paradigm of human-computer integration. The potential of this paradigm is demonstrated through three prototypes: Inter-Dream, a system that integrates with the brain's autonomic physiological processes to drive users toward healthy sleep states; Neo-Noumena, a system that integrates with the user's affective neurophysiology to augment the interpersonal communication of emotion; and PsiNet, a system that integrates interpersonal brain activity to amplify human connection. Studies of these prototypes demonstrate the benefits of the integration paradigm in realizing the multifaceted benefits of BCI systems, and this work presents the brain-computer integration framework to help guide designers of future BCI integrations.";;10.1145/3603621;https://doi.org/10.1145/3603621;;;Brain-computer interfaces, human-computer integration, EEG;Association for Computing Machinery;1073-0516;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;"Methodology Design of&nbsp;the&nbsp;Correlation Between EEG Signals and&nbsp;Brain Regions Mapping in&nbsp;Panic Attacks";Calder\'{o}n-Reyes, Julia Elizabeth and \'{A}lvarez-Rodr\'{\i}guez, Francisco Javier and Barba-Gonz\'{a}lez, Mar\'{\i}a Lorena and Cardona-Reyes, H\'{e}ctor;;2022;ACM Digital Library;357–370;;While EEG signals provide insight into brain activity, computational methods from software engineering and artificial intelligence can contribute to the development of a wide range of solutions. This research explores the difficulty of monitoring brain activity at the time of a panic attack on a common basis, provided the lack of methodologies to identify correlating factors in brain activity before and after a panic attack to reference the event and provide the healthcare specialist with data-driven tools based on the brain activity. The methodology presented is a transversal proposal of Lean UX as a bridge for the health specialist involvement per the designed stages of software solutions based on a case study to monitor brain activity at the time of a panic attack, leading to common ground solutions to identify its triggers. Additionally, control variables were identified to improve the data quality, and a visualization tool was used to display the results and obtain information on the types of users while improving the UX and UI.;;10.1007/978-3-031-17618-0_26;https://doi.org/10.1007/978-3-031-17618-0_26;;;Methodology design, Lean UX, Panic attacks, BCI;Springer-Verlag;;;;Outras revisões/mapeamentos;45350;45357;annazenaide;annazenaide;Rejected;
;JavaStrike: a Java programming engine embedded in virtual worlds;Kao, Dominic;;2019;ACM Digital Library;;;In this paper, we describe JavaStrike1. JavaStrike is a Java development and execution environment that was developed from scratch inside Unity. The engine currently supports classes, functions, inheritance, polymorphism, interfaces, key-value stores, and much more. JavaStrike allows code to be displayed, executed, and debugged in the virtual world. We then create a third-person shooter game called CodeBreakers, which leverages the JavaStrike engine. CodeBreakers covers basic programming concepts such as variable types, intermediate programming concepts such as stacks, queues, and hashmaps, and advanced programming concepts such as inheritance, interfaces, and method overriding. JavaStrike is a first step towards general purpose programming engines embedded in virtual worlds.;;10.1145/3337722.3341828;https://doi.org/10.1145/3337722.3341828;;;CodeBreakers, Java programming, JavaStrike, games, programming engine, virtual worlds;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Using an Assessment Tool to Create Sandboxes for Computer Graphics Teaching in an Online Environment;Wuensche, Burkhard Claus and Leung, Kai-Cheung and Dimalen, Davis and van der Mark, Wannes and Suselo, Thomas and Alex, Marylyn and Shaw, Alex and Luxton-Reilly, Andrew and Lobb, Richard;;2022;ACM Digital Library;21–30;;Computer graphics requires a diverse range of skills such as programming, mathematics, problem solving, and design. Many educators teach it in an hands-on manner, which poses challenges in distance education. In this research we investigate how CodeRunner, a web-based automatic assessment tool, can be used to create sandboxes enabling students to experiment with and learn computer graphics concepts in an online environment aligned with the used assessment technology. We show that sandboxes are most useful if a subtle balance is created between freedom to experiment, and minimising required knowledge and effort to implement a concept. Also, a large number of examples illustrating the capabilities of the sandbox should be given, and sandboxes should be clearly assigned to concepts taught in class. The technology was used with a class of 284 students and our evaluation and survey results (n=57) show that students found the sandboxes helpful for learning and preparing them for the assessments. Students used them not only for practicing taught concepts, but also for solving previous years’ exam questions, and experimenting with new ideas.;;10.1145/3507923.3507929;https://doi.org/10.1145/3507923.3507929;;;teaching, sandbox, practice, learning, experimenting, computer graphics, assessment, OpenGL;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;Current Practices, Challenges, and Design Implications for Collaborative AR/VR Application Development;Krau\ss{}, Veronika and Boden, Alexander and Oppermann, Leif and Reiners, Ren\'{e};;2021;ACM Digital Library;;;Augmented/Virtual Reality (AR/VR) is still a fragmented space to design for due to the rapidly evolving hardware, the interdisciplinarity of teams, and a lack of standards and best practices. We interviewed 26 professional AR/VR designers and developers to shed light on their tasks, approaches, tools, and challenges. Based on their work and the artifacts they generated, we found that AR/VR application creators fulfill four roles: concept developers, interaction designers, content authors, and technical developers. One person often incorporates multiple roles and faces a variety of challenges during the design process from the initial contextual analysis to the deployment. From analysis of their tool sets, methods, and artifacts, we describe critical key challenges. Finally, we discuss the importance of prototyping for the communication in AR/VR development teams and highlight design implications for future tools to create a more usable AR/VR tool chain.;;10.1145/3411764.3445335;https://doi.org/10.1145/3411764.3445335;;;practitioners, authoring tools, XR, MR, Augmented Reality, AR/VR, AR development, AR design;Association for Computing Machinery;;;;Use of AR unrelated to the teaching of Software Engineering;45350;45357;annazenaide;annazenaide;Rejected;
;TOE Model Analysis for AI Vision Open API;Gim, Gwangyong and Jang, Hyun-Ho and Phuong, Huy Tung and Vo, Thi-Thanh-Thao;Int. J. Softw. Innov.;2022;ACM Digital Library;1–16;10;Recently, there is a growing number of developers have developed software with utilizing open API. This has resulted in much support for the introduction and delivery of open API not only at the corporate level but also at the government level to promote social development through cost reduction and development of new technologies. However, in introducing Open API, an organization must also consider its internal and external environment and individual dimensions, but no research has been conducted on these kinds of factor. This study seeks to discuss about the importance of factors through qualitative analysis and find out which of the various factors should be considered first by the organization to introduce open API in the organization.;;10.4018/IJSI.297509;https://doi.org/10.4018/IJSI.297509;;;AHP, AI Vision API, Delphi, Open API, Personal Factor, TOE Model;IGI Global;2166-7160;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45357;annazenaide;annazenaide;Rejected;
;CompEd 2023: Proceedings of the ACM Conference on Global Computing Education Vol 1;;;2023;ACM Digital Library;;;It is our great pleasure to welcome participants to the 2nd ACM Global Conference on Computing Education (ACM CompEd 2023) being held in Hyderabad, India, 7th-9th December, 2023 with the Working Groups meetings being held on 5th and 6th December 2023.ACM CompEd is a recent addition to the list of ACM sponsored conferences devoted to research in all aspects of computing education, including education at the school and college levels. The Hyderabad edition is only the second in this promising series. The long hiatus due to Covid-19 pushed this conference by two years, but we are glad that it is finally here!This edition of ACM CompEd partly overlaps with COMPUTE 2023, ACM India's flagship conference on Computing Education. Having the two conferences adjacent to each other is a great way to build synergy between the Indian computing education community and the global community of computing education researchers.;;;;;;;Association for Computing Machinery;;;;"We can’t access the paper or the paper refers to only to an abstract ";45350;45356;annazenaide;annazenaide;Rejected;
;Artistic Augmentation of Photographs with Droplets;Zhang, Mo-Han and Yu, Jin-Hui and Zhang, Kang and Zhang, Jun-Song;J. Comput. Sci. Technol.;2019;ACM Digital Library;1294–1306;34;"Artistic augmentation of photographs with water droplets aims at generating aesthetic yet realistic images, and thus differs from traditional augmented reality in two aspects. One difference lies in the adoption of a new image as the environment map in order to render reflected or refracted effects on the surface of inserted water droplets. The other difference is in modeling of water droplets including hanging droplets and resting droplets. These differences raise two research challenges: 1) how to adjust the brightness and colors of the new environment map to maintain visual consistency between the new environment map and the original input image; 2) how to model hanging and resting droplets aesthetically. This paper proposes a framework that addresses these two challenges and demonstrates the effectiveness of our framework by generating example augmented images.";;10.1007/s11390-019-1976-y;https://doi.org/10.1007/s11390-019-1976-y;;;image-based modeling, droplet modeling, illumination estimation, augmented reality, artistic augmentation;Springer-Verlag;1000-9000;;;Use of AR unrelated to the teaching of Software Engineering;45350;45356;annazenaide;annazenaide;Rejected;
;Mobile learning for hearing-impaired children: Review and analysis;Herrera, Susana I. and Manresa-Yee, Cristina and Sanz, Cecilia V.;Univers. Access Inf. Soc.;2021;ACM Digital Library;635–653;22;"Currently, a common objective for most countries is including people with disabilities in the various aspects of everyday life. As part of this objective, access to computer technologies that can help improve the learning of these people should be considered. In the case of hearing impairment, cochlear implants allow children with severe or profound hearing loss to develop natural language, which increases their chances of insertion in mainstream schools. However, the success of this depends on the auditory training process that involves various professionals and family members surrounding the implanted child. In this context, the use of mobile technologies has advantages due to their low cost and ubiquity; using mobile phones, children could learn new concepts as they train their hearing skills. Considering the above, in this paper, we present a review of mobile applications that hearing-impaired people can use for their learning and auditory training. The review is organized in two parts: (a) a systematic literature review, which included 297 articles on mobile technologies applied to hearing loss, and (b) a review of mobile applications aimed at teaching and training hearing-impaired children, which included 43 applications. The review was carried out taking into account technological, pedagogical and auditory aspects. The results obtained show the scarcity of learning applications that contribute to language development in hearing-impaired children. Additionally, some aspects that could be considered in the design of new mobile applications have also been identified, such as lack of visual interfaces based on augmented reality. This study opens up a new area where researchers and developers could work together in context-based mobile learning for hearing-impaired children.";;10.1007/s10209-021-00841-z;https://doi.org/10.1007/s10209-021-00841-z;;;Cochlear implants training, Learning of hearing-impaired children, Augmented reality, Mobile learning, Mobile applications;Springer-Verlag;1615-5289;;;Outras revisões/mapeamentos;45350;45356;annazenaide;annazenaide;Rejected;
;Enabling Software Resilience in GPGPU Applications via Partial Thread Protection;Yang, Lishan and Nie, Bin and Jog, Adwait and Smirni, Evgenia;;2021;ACM Digital Library;1248–1259;;Graphics Processing Units (GPUs) are widely used by various applications in a broad variety of fields to accelerate their computation but remain susceptible to transient hardware faults (soft errors) that can easily compromise application output. By taking advantage of a general purpose GPU application hierarchical organization in threads, warps, and cooperative thread arrays, we propose a methodology that identifies the resilience of threads and aims to map threads with the same resilience characteristics to the same warp. This allows engaging partial replication mechanisms for error detection/correction at the warp level. By exploring 12 benchmarks (17 kernels) from 4 benchmark suites, we illustrate that threads can be remapped into reliable or unreliable warps with only 1.63% introduced overhead (on average), and then enable selective protection via replication to those groups of threads that truly need it. Furthermore, we show that thread remapping to different warps does not sacrifice application performance. We show how this remapping facilitates warp replication for error detection and/or correction and achieves an average reduction of 20.61% and 27.15% execution cycles, respectively comparing to standard duplication/triplication.;;10.1109/ICSE43902.2021.00114;https://doi.org/10.1109/ICSE43902.2021.00114;;;Transient faults, Thread remapping, Reliability, GPGPU application resilience;IEEE Press;;;;Envolve o ensino de Engenharia de Software, mas não aborda o uso da Realidade Aumentada;45350;45356;annazenaide;annazenaide;Rejected;
